T[ms];I[A];U[V];P[W];całka
701;37,01;3,346;123,8355;123,1663
702;36,61;3,346;122,4971;122,4971
703;36,61;3,346;122,4971;122,4971
704;36,61;3,346;122,4971;121,7832
705;36,61;3,307;121,0693;122,4524
706;37,01;3,346;123,8355;123,1663
707;36,61;3,346;122,4971;122,569
708;36,22;3,386;122,6409;122,569
709;36,61;3,346;122,4971;122,4971
710;36,61;3,346;122,4971;122,4446
711;37,01;3,307;122,3921;122,4446
712;36,61;3,346;122,4971;121,0693
713;36,61;3,268;119,6415;120,3554
714;36,61;3,307;121,0693;121,7832
715;36,61;3,346;122,4971;123,1663
716;37,01;3,346;123,8355;123,1663
717;36,61;3,346;122,4971;123,9432
718;36,61;3,425;125,3892;123,9432
719;36,61;3,346;122,4971;122,4971
720;36,61;3,346;122,4971;122,4971
721;36,61;3,346;122,4971;123,2293
722;36,61;3,386;123,9615;121,8015
723;36,61;3,268;119,6415;121,0693
724;36,61;3,346;122,4971;123,2293
725;36,61;3,386;123,9615;122,5154
726;36,61;3,307;121,0693;122,5154
727;36,61;3,386;123,9615;121,0693
728;36,61;3,228;118,1771;121,0693
729;36,61;3,386;123,9615;123,2293
730;36,61;3,346;122,4971;122,4971
731;36,61;3,346;122,4971;123,2293
732;36,61;3,386;123,9615;124,6754
733;36,61;3,425;125,3892;123,9432
734;36,61;3,346;122,4971;122,4971
735;36,61;3,346;122,4971;122,4971
736;36,61;3,346;122,4971;122,4971
737;36,61;3,346;122,4971;123,2293
738;36,61;3,386;123,9615;123,2293
739;36,61;3,346;122,4971;122,4971
740;36,61;3,346;122,4971;121,0693
741;36,61;3,268;119,6415;121,0693
742;36,61;3,346;122,4971;122,4971
743;36,61;3,346;122,4971;123,2293
744;36,61;3,386;123,9615;121,8015
745;36,61;3,268;119,6415;121,0693
746;36,61;3,346;122,4971;123,2293
747;36,61;3,386;123,9615;124,6754
748;36,61;3,425;125,3892;124,6754
749;36,61;3,386;123,9615;123,9615
750;36,61;3,386;123,9615;123,2293
751;36,61;3,346;122,4971;123,2293
752;36,61;3,386;123,9615;123,2293
753;36,61;3,346;122,4971;123,2293
754;36,61;3,386;123,9615;123,2293
755;36,61;3,346;122,4971;123,1663
756;37,01;3,346;123,8355;123,1663
757;36,61;3,346;122,4971;122,4971
758;36,61;3,346;122,4971;122,4971
759;36,61;3,346;122,4971;121,0693
760;36,61;3,268;119,6415;120,3554
761;36,61;3,307;121,0693;121,7832
762;36,61;3,346;122,4971;122,4971
763;36,61;3,346;122,4971;122,4971
764;36,61;3,346;122,4971;122,4971
765;36,61;3,346;122,4971;122,4971
766;36,61;3,346;122,4971;122,4971
767;36,61;3,346;122,4971;123,2293
768;36,61;3,386;123,9615;123,2293
769;36,61;3,346;122,4971;122,4971
770;36,61;3,346;122,4971;123,1663
771;37,01;3,346;123,8355;123,8985
772;36,61;3,386;123,9615;123,3012
773;36,22;3,386;122,6409;122,6409
774;36,22;3,386;122,6409;122,569
775;36,61;3,346;122,4971;123,1663
776;37,01;3,346;123,8355;123,8985
777;36,61;3,386;123,9615;124,6754
778;36,61;3,425;125,3892;124,6754
779;36,61;3,386;123,9615;123,2293
780;36,61;3,346;122,4971;122,4971
781;36,61;3,346;122,4971;122,4971
782;36,61;3,346;122,4971;123,2293
783;36,61;3,386;123,9615;123,9615
784;36,61;3,386;123,9615;123,2293
785;36,61;3,346;122,4971;123,2293
786;36,61;3,386;123,9615;123,2293
787;36,61;3,346;122,4971;122,4971
788;36,61;3,346;122,4971;123,2293
789;36,61;3,386;123,9615;123,2293
790;36,61;3,346;122,4971;123,9065
791;37,01;3,386;125,3159;123,9065
792;36,61;3,346;122,4971;123,2293
793;36,61;3,386;123,9615;123,9615
794;36,61;3,386;123,9615;123,2293
795;36,61;3,346;122,4971;123,2293
796;36,61;3,386;123,9615;123,2293
797;36,61;3,346;122,4971;123,2293
798;36,61;3,386;123,9615;123,3012
799;36,22;3,386;122,6409;122,569
800;36,61;3,346;122,4971;123,2293
801;36,61;3,386;123,9615;123,2293
802;36,61;3,346;122,4971;122,4971
803;36,61;3,346;122,4971;123,2293
804;36,61;3,386;123,9615;123,9615
805;36,61;3,386;123,9615;123,8985
806;37,01;3,346;123,8355;123,1663
807;36,61;3,346;122,4971;123,2293
808;36,61;3,386;123,9615;123,9615
809;36,61;3,386;123,9615;123,2293
810;36,61;3,346;122,4971;121,7229
811;37,01;3,268;120,9487;121,7229
812;36,61;3,346;122,4971;122,4971
813;36,61;3,346;122,4971;122,4971
814;36,61;3,346;122,4971;122,4971
815;36,61;3,346;122,4971;121,0693
816;36,61;3,268;119,6415;121,0693
817;36,61;3,346;122,4971;123,2293
818;36,61;3,386;123,9615;123,2293
819;36,61;3,346;122,4971;123,2293
820;36,61;3,386;123,9615;123,2293
821;36,61;3,346;122,4971;123,2293
822;36,61;3,386;123,9615;123,9615
823;36,61;3,386;123,9615;123,9615
824;36,61;3,386;123,9615;123,9615
825;36,61;3,386;123,9615;121,8015
826;36,61;3,268;119,6415;121,8015
827;36,61;3,386;123,9615;123,9615
828;36,61;3,386;123,9615;123,3012
829;36,22;3,386;122,6409;123,3012
830;36,61;3,386;123,9615;123,2293
831;36,61;3,346;122,4971;122,4971
832;36,61;3,346;122,4971;123,2293
833;36,61;3,386;123,9615;123,9615
834;36,61;3,386;123,9615;123,2293
835;36,61;3,346;122,4971;122,4971
836;36,61;3,346;122,4971;123,2293
837;36,61;3,386;123,9615;123,9615
838;36,61;3,386;123,9615;123,9615
839;36,61;3,386;123,9615;123,2293
840;36,61;3,346;122,4971;122,4971
841;36,61;3,346;122,4971;122,4971
842;36,61;3,346;122,4971;123,2293
843;36,61;3,386;123,9615;124,6754
844;36,61;3,425;125,3892;123,9432
845;36,61;3,346;122,4971;122,4971
846;36,61;3,346;122,4971;123,2293
847;36,61;3,386;123,9615;124,6754
848;36,61;3,425;125,3892;124,6754
849;36,61;3,386;123,9615;123,9615
850;36,61;3,386;123,9615;123,2293
851;36,61;3,346;122,4971;123,2293
852;36,61;3,386;123,9615;123,9615
853;36,61;3,386;123,9615;123,9615
854;36,61;3,386;123,9615;123,9615
855;36,61;3,386;123,9615;123,1768
856;37,01;3,307;122,3921;123,854
857;37,01;3,386;125,3159;124,6387
858;36,61;3,386;123,9615;124,6754
859;36,61;3,425;125,3892;123,9432
860;36,61;3,346;122,4971;121,0693
861;36,61;3,268;119,6415;121,0693
862;36,61;3,346;122,4971;123,2293
863;36,61;3,386;123,9615;123,9615
864;36,61;3,386;123,9615;123,2293
865;36,61;3,346;122,4971;122,4971
866;36,61;3,346;122,4971;122,4971
867;36,61;3,346;122,4971;123,2293
868;36,61;3,386;123,9615;122,5768
869;36,22;3,346;121,1921;122,5768
870;36,61;3,386;123,9615;123,2293
871;36,61;3,346;122,4971;123,2293
872;36,61;3,386;123,9615;123,9615
873;36,61;3,386;123,9615;124,6754
874;36,61;3,425;125,3892;124,6754
875;36,61;3,386;123,9615;123,9615
876;36,61;3,386;123,9615;123,9615
877;36,61;3,386;123,9615;124,6754
878;36,61;3,425;125,3892;125,3892
879;36,61;3,425;125,3892;124,6754
880;36,61;3,386;123,9615;123,2293
881;36,61;3,346;122,4971;123,2293
882;36,61;3,386;123,9615;123,9615
883;36,61;3,386;123,9615;123,2293
884;36,61;3,346;122,4971;123,2293
885;36,61;3,386;123,9615;123,1768
886;37,01;3,307;122,3921;123,1768
887;36,61;3,386;123,9615;123,9615
888;36,61;3,386;123,9615;124,6754
889;36,61;3,425;125,3892;124,6754
890;36,61;3,386;123,9615;123,8985
891;37,01;3,346;123,8355;123,1663
892;36,61;3,346;122,4971;123,2293
893;36,61;3,386;123,9615;124,0075
894;36,22;3,425;124,0535;124,0075
895;36,61;3,386;123,9615;123,2293
896;36,61;3,346;122,4971;122,4971
897;36,61;3,346;122,4971;122,4971
898;36,61;3,346;122,4971;123,2293
899;36,61;3,386;123,9615;123,9615
900;36,61;3,386;123,9615;123,9615
901;36,61;3,386;123,9615;123,9615
902;36,61;3,386;123,9615;123,9615
903;36,61;3,386;123,9615;123,2293
904;36,61;3,346;122,4971;123,2293
905;36,61;3,386;123,9615;123,2293
906;36,61;3,346;122,4971;122,4971
907;36,61;3,346;122,4971;123,2293
908;36,61;3,386;123,9615;124,6754
909;36,61;3,425;125,3892;124,6754
910;36,61;3,386;123,9615;123,2293
911;36,61;3,346;122,4971;123,1663
912;37,01;3,346;123,8355;123,8985
913;36,61;3,386;123,9615;122,5154
914;36,61;3,307;121,0693;122,5154
915;36,61;3,386;123,9615;123,2293
916;36,61;3,346;122,4971;123,1663
917;37,01;3,346;123,8355;123,8985
918;36,61;3,386;123,9615;121,8015
919;36,61;3,268;119,6415;121,8015
920;36,61;3,386;123,9615;123,2293
921;36,61;3,346;122,4971;123,2293
922;36,61;3,386;123,9615;124,6754
923;36,61;3,425;125,3892;123,2906
924;36,22;3,346;121,1921;122,5768
925;36,61;3,386;123,9615;123,9615
926;36,61;3,386;123,9615;123,9615
927;36,61;3,386;123,9615;124,6754
928;36,61;3,425;125,3892;122,5154
929;36,61;3,268;119,6415;121,8015
930;36,61;3,386;123,9615;123,9615
931;36,61;3,386;123,9615;123,2293
932;36,61;3,346;122,4971;123,2293
933;36,61;3,386;123,9615;123,9615
934;36,61;3,386;123,9615;123,2293
935;36,61;3,346;122,4971;123,2293
936;36,61;3,386;123,9615;123,2293
937;36,61;3,346;122,4971;123,9432
938;36,61;3,425;125,3892;125,3892
939;36,61;3,425;125,3892;123,9432
940;36,61;3,346;122,4971;123,2293
941;36,61;3,386;123,9615;123,9615
942;36,61;3,386;123,9615;123,9615
943;36,61;3,386;123,9615;123,3012
944;36,22;3,386;122,6409;124,015
945;36,61;3,425;125,3892;124,6754
946;36,61;3,386;123,9615;124,6387
947;37,01;3,386;125,3159;125,3526
948;36,61;3,425;125,3892;125,3892
949;36,61;3,425;125,3892;124,6754
950;36,61;3,386;123,9615;123,2293
951;36,61;3,346;122,4971;123,1663
952;37,01;3,346;123,8355;123,8985
953;36,61;3,386;123,9615;123,3012
954;36,22;3,386;122,6409;124,015
955;36,61;3,425;125,3892;123,9432
956;36,61;3,346;122,4971;123,2293
957;36,61;3,386;123,9615;123,9615
958;36,61;3,386;123,9615;123,3012
959;36,22;3,386;122,6409;123,3012
960;36,61;3,386;123,9615;123,9615
961;36,61;3,386;123,9615;123,2293
962;36,61;3,346;122,4971;123,2293
963;36,61;3,386;123,9615;124,0075
964;36,22;3,425;124,0535;124,0075
965;36,61;3,386;123,9615;123,2293
966;36,61;3,346;122,4971;122,4971
967;36,61;3,346;122,4971;122,4971
968;36,61;3,346;122,4971;123,2293
969;36,61;3,386;123,9615;124,0075
970;36,22;3,425;124,0535;124,0075
971;36,61;3,386;123,9615;123,8985
972;37,01;3,346;123,8355;123,8985
973;36,61;3,386;123,9615;123,9615
974;36,61;3,386;123,9615;123,9615
975;36,61;3,386;123,9615;123,2293
976;36,61;3,346;122,4971;123,9065
977;37,01;3,386;125,3159;124,6387
978;36,61;3,386;123,9615;124,0075
979;36,22;3,425;124,0535;124,7214
980;36,61;3,425;125,3892;123,9432
981;36,61;3,346;122,4971;122,4971
982;36,61;3,346;122,4971;123,9432
983;36,61;3,425;125,3892;124,6754
984;36,61;3,386;123,9615;124,6754
985;36,61;3,425;125,3892;124,6754
986;36,61;3,386;123,9615;123,9615
987;36,61;3,386;123,9615;123,9615
988;36,61;3,386;123,9615;124,0075
989;36,22;3,425;124,0535;124,0075
990;36,61;3,386;123,9615;123,9615
991;36,61;3,386;123,9615;123,9615
992;36,61;3,386;123,9615;123,9615
993;36,61;3,386;123,9615;124,0075
994;36,22;3,425;124,0535;124,0075
995;36,61;3,386;123,9615;124,6754
996;36,61;3,425;125,3892;123,9432
997;36,61;3,346;122,4971;123,2293
998;36,61;3,386;123,9615;124,6754
999;36,61;3,425;125,3892;125,3892
1000;36,61;3,425;125,3892;124,6754
1001;36,61;3,386;123,9615;123,9615
1002;36,61;3,386;123,9615;123,9615
1003;36,61;3,386;123,9615;124,0075
1004;36,22;3,425;124,0535;124,0075
1005;36,61;3,386;123,9615;123,9615
1006;36,61;3,386;123,9615;123,2293
1007;36,61;3,346;122,4971;123,2293
1008;36,61;3,386;123,9615;124,6754
1009;36,61;3,425;125,3892;124,015
1010;36,22;3,386;122,6409;123,3012
1011;36,61;3,386;123,9615;123,2293
1012;36,61;3,346;122,4971;122,4971
1013;36,61;3,346;122,4971;123,2293
1014;36,61;3,386;123,9615;124,6754
1015;36,61;3,425;125,3892;123,9432
1016;36,61;3,346;122,4971;121,7832
1017;36,61;3,307;121,0693;122,5154
1018;36,61;3,386;123,9615;124,6754
1019;36,61;3,425;125,3892;124,015
1020;36,22;3,386;122,6409;123,3012
1021;36,61;3,386;123,9615;123,9615
1022;36,61;3,386;123,9615;123,9615
1023;36,61;3,386;123,9615;124,0075
1024;36,22;3,425;124,0535;124,0535
1025;36,22;3,425;124,0535;124,0075
1026;36,61;3,386;123,9615;121,8015
1027;36,61;3,268;119,6415;122,5154
1028;36,61;3,425;125,3892;125,3892
1029;36,61;3,425;125,3892;124,0534
1030;35,83;3,425;122,7177;123,3396
1031;36,61;3,386;123,9615;124,6754
1032;36,61;3,425;125,3892;124,6754
1033;36,61;3,386;123,9615;124,6754
1034;36,61;3,425;125,3892;124,015
1035;36,22;3,386;122,6409;123,3012
1036;36,61;3,386;123,9615;123,9615
1037;36,61;3,386;123,9615;123,9615
1038;36,61;3,386;123,9615;124,6754
1039;36,61;3,425;125,3892;125,3892
1040;36,61;3,425;125,3892;124,6754
1041;36,61;3,386;123,9615;123,2293
1042;36,61;3,346;122,4971;123,2293
1043;36,61;3,386;123,9615;124,6754
1044;36,61;3,425;125,3892;125,3892
1045;36,61;3,425;125,3892;124,6754
1046;36,61;3,386;123,9615;123,9615
1047;36,61;3,386;123,9615;123,9615
1048;36,61;3,386;123,9615;124,6754
1049;36,61;3,425;125,3892;124,015
1050;36,22;3,386;122,6409;123,3012
1051;36,61;3,386;123,9615;123,9615
1052;36,61;3,386;123,9615;124,6754
1053;36,61;3,425;125,3892;125,3892
1054;36,61;3,425;125,3892;125,3892
1055;36,61;3,425;125,3892;124,6754
1056;36,61;3,386;123,9615;124,6754
1057;36,61;3,425;125,3892;124,6754
1058;36,61;3,386;123,9615;124,6754
1059;36,61;3,425;125,3892;125,3892
1060;36,61;3,425;125,3892;124,6754
1061;36,61;3,386;123,9615;123,2293
1062;36,61;3,346;122,4971;123,2293
1063;36,61;3,386;123,9615;124,0075
1064;36,22;3,425;124,0535;124,7214
1065;36,61;3,425;125,3892;124,6754
1066;36,61;3,386;123,9615;123,9615
1067;36,61;3,386;123,9615;123,9615
1068;36,61;3,386;123,9615;124,6754
1069;36,61;3,425;125,3892;124,015
1070;36,22;3,386;122,6409;123,3012
1071;36,61;3,386;123,9615;123,9615
1072;36,61;3,386;123,9615;123,9615
1073;36,61;3,386;123,9615;126,1214
1074;36,61;3,504;128,2814;128,2814
1075;36,61;3,504;128,2814;126,8353
1076;36,61;3,425;125,3892;124,6124
1077;37,01;3,346;123,8355;124,6124
1078;36,61;3,425;125,3892;125,3892
1079;36,61;3,425;125,3892;124,7214
1080;36,22;3,425;124,0535;124,0075
1081;36,61;3,386;123,9615;123,2293
1082;36,61;3,346;122,4971;123,2293
1083;36,61;3,386;123,9615;124,6754
1084;36,61;3,425;125,3892;124,6754
1085;36,61;3,386;123,9615;124,6754
1086;36,61;3,425;125,3892;123,9432
1087;36,61;3,346;122,4971;123,2293
1088;36,61;3,386;123,9615;123,3012
1089;36,22;3,386;122,6409;124,015
1090;36,61;3,425;125,3892;124,6754
1091;36,61;3,386;123,9615;123,2293
1092;36,61;3,346;122,4971;123,9432
1093;36,61;3,425;125,3892;124,6754
1094;36,61;3,386;123,9615;124,0075
1095;36,22;3,425;124,0535;123,3472
1096;36,22;3,386;122,6409;122,569
1097;36,61;3,346;122,4971;123,2293
1098;36,61;3,386;123,9615;124,6754
1099;36,61;3,425;125,3892;124,015
1100;36,22;3,386;122,6409;124,015
1101;36,61;3,425;125,3892;124,6754
1102;36,61;3,386;123,9615;124,6754
1103;36,61;3,425;125,3892;125,3892
1104;36,61;3,425;125,3892;125,3892
1105;36,61;3,425;125,3892;125,3892
1106;36,61;3,425;125,3892;124,6754
1107;36,61;3,386;123,9615;123,9615
1108;36,61;3,386;123,9615;124,6754
1109;36,61;3,425;125,3892;125,3892
1110;36,61;3,425;125,3892;124,6754
1111;36,61;3,386;123,9615;123,9615
1112;36,61;3,386;123,9615;123,9615
1113;36,61;3,386;123,9615;123,9615
1114;36,61;3,386;123,9615;124,6754
1115;36,61;3,425;125,3892;125,3892
1116;36,61;3,425;125,3892;124,6754
1117;36,61;3,386;123,9615;123,9615
1118;36,61;3,386;123,9615;123,9615
1119;36,61;3,386;123,9615;122,5768
1120;36,22;3,346;121,1921;122,6228
1121;36,22;3,425;124,0535;124,7214
1122;36,61;3,425;125,3892;124,6754
1123;36,61;3,386;123,9615;124,6754
1124;36,61;3,425;125,3892;126,8353
1125;36,61;3,504;128,2814;126,1214
1126;36,61;3,386;123,9615;123,9615
1127;36,61;3,386;123,9615;124,6754
1128;36,61;3,425;125,3892;125,3892
1129;36,61;3,425;125,3892;124,7214
1130;36,22;3,425;124,0535;124,7214
1131;36,61;3,425;125,3892;125,3892
1132;36,61;3,425;125,3892;124,6754
1133;36,61;3,386;123,9615;124,6754
1134;36,61;3,425;125,3892;123,2906
1135;36,22;3,346;121,1921;123,2906
1136;36,61;3,425;125,3892;125,3892
1137;36,61;3,425;125,3892;124,6754
1138;36,61;3,386;123,9615;124,6754
1139;36,61;3,425;125,3892;125,3892
1140;36,61;3,425;125,3892;125,3892
1141;36,61;3,425;125,3892;124,6754
1142;36,61;3,386;123,9615;124,6754
1143;36,61;3,425;125,3892;125,3892
1144;36,61;3,425;125,3892;124,7214
1145;36,22;3,425;124,0535;124,7214
1146;36,61;3,425;125,3892;123,9432
1147;36,61;3,346;122,4971;123,2293
1148;36,61;3,386;123,9615;124,6754
1149;36,61;3,425;125,3892;126,1214
1150;36,61;3,465;126,8536;126,1214
1151;36,61;3,425;125,3892;125,3892
1152;36,61;3,425;125,3892;124,6754
1153;36,61;3,386;123,9615;124,6754
1154;36,61;3,425;125,3892;124,7214
1155;36,22;3,425;124,0535;124,7214
1156;36,61;3,425;125,3892;124,6754
1157;36,61;3,386;123,9615;123,9615
1158;36,61;3,386;123,9615;124,6754
1159;36,61;3,425;125,3892;124,6754
1160;36,61;3,386;123,9615;124,6754
1161;36,61;3,425;125,3892;123,9432
1162;36,61;3,346;122,4971;123,2293
1163;36,61;3,386;123,9615;124,6754
1164;36,61;3,425;125,3892;124,7214
1165;36,22;3,425;124,0535;124,7214
1166;36,61;3,425;125,3892;125,3892
1167;36,61;3,425;125,3892;123,9432
1168;36,61;3,346;122,4971;123,9432
1169;36,61;3,425;125,3892;125,3892
1170;36,61;3,425;125,3892;124,6754
1171;36,61;3,386;123,9615;124,6754
1172;36,61;3,425;125,3892;125,3892
1173;36,61;3,425;125,3892;125,3892
1174;36,61;3,425;125,3892;125,3892
1175;36,61;3,425;125,3892;125,3892
1176;36,61;3,425;125,3892;126,8353
1177;36,61;3,504;128,2814;126,8353
1178;36,61;3,425;125,3892;125,3892
1179;36,61;3,425;125,3892;125,3892
1180;36,61;3,425;125,3892;125,3892
1181;36,61;3,425;125,3892;125,3892
1182;36,61;3,425;125,3892;124,6754
1183;36,61;3,386;123,9615;123,9615
1184;36,61;3,386;123,9615;124,6754
1185;36,61;3,425;125,3892;125,3892
1186;36,61;3,425;125,3892;125,3892
1187;36,61;3,425;125,3892;125,3892
1188;36,61;3,425;125,3892;125,3892
1189;36,61;3,425;125,3892;125,3892
1190;36,61;3,425;125,3892;125,3892
1191;36,61;3,425;125,3892;124,6754
1192;36,61;3,386;123,9615;124,6754
1193;36,61;3,425;125,3892;125,3892
1194;36,61;3,425;125,3892;124,7214
1195;36,22;3,425;124,0535;124,7214
1196;36,61;3,425;125,3892;125,3892
1197;36,61;3,425;125,3892;124,6754
1198;36,61;3,386;123,9615;124,6754
1199;36,61;3,425;125,3892;125,3892
1200;36,61;3,425;125,3892;125,3892
1201;36,61;3,425;125,3892;125,3892
1202;36,61;3,425;125,3892;125,3892
1203;36,61;3,425;125,3892;125,3892
1204;36,61;3,425;125,3892;125,3892
1205;36,61;3,425;125,3892;124,6754
1206;36,61;3,386;123,9615;124,6754
1207;36,61;3,425;125,3892;125,3892
1208;36,61;3,425;125,3892;124,6754
1209;36,61;3,386;123,9615;124,6754
1210;36,61;3,425;125,3892;125,3892
1211;36,61;3,425;125,3892;124,6754
1212;36,61;3,386;123,9615;124,6387
1213;37,01;3,386;125,3159;125,3526
1214;36,61;3,425;125,3892;125,3892
1215;36,61;3,425;125,3892;124,7214
1216;36,22;3,425;124,0535;124,7214
1217;36,61;3,425;125,3892;124,6754
1218;36,61;3,386;123,9615;124,6754
1219;36,61;3,425;125,3892;125,3892
1220;36,61;3,425;125,3892;124,7214
1221;36,22;3,425;124,0535;124,7214
1222;36,61;3,425;125,3892;125,3892
1223;36,61;3,425;125,3892;125,3892
1224;36,61;3,425;125,3892;125,3892
1225;36,61;3,425;125,3892;125,3892
1226;36,61;3,425;125,3892;125,3892
1227;36,61;3,425;125,3892;125,3892
1228;36,61;3,425;125,3892;125,3892
1229;36,61;3,425;125,3892;126,1214
1230;36,61;3,465;126,8536;126,1214
1231;36,61;3,425;125,3892;125,3892
1232;36,61;3,425;125,3892;125,3892
1233;36,61;3,425;125,3892;125,3892
1234;36,61;3,425;125,3892;126,1214
1235;36,61;3,465;126,8536;126,1214
1236;36,61;3,425;125,3892;125,3892
1237;36,61;3,425;125,3892;125,3892
1238;36,61;3,425;125,3892;125,3892
1239;36,61;3,425;125,3892;125,3892
1240;36,61;3,425;125,3892;124,7214
1241;36,22;3,425;124,0535;124,0535
1242;36,22;3,425;124,0535;124,0075
1243;36,61;3,386;123,9615;124,6754
1244;36,61;3,425;125,3892;125,3892
1245;36,61;3,425;125,3892;125,4458
1246;36,22;3,465;125,5023;125,4458
1247;36,61;3,425;125,3892;125,3526
1248;37,01;3,386;125,3159;125,3526
1249;36,61;3,425;125,3892;125,3892
1250;36,61;3,425;125,3892;126,152
1251;36,22;3,504;126,9149;126,152
1252;36,61;3,425;125,3892;126,0742
1253;37,01;3,425;126,7592;126,0742
1254;36,61;3,425;125,3892;125,3892
1255;36,61;3,425;125,3892;124,7214
1256;36,22;3,425;124,0535;124,7214
1257;36,61;3,425;125,3892;124,6754
1258;36,61;3,386;123,9615;123,9615
1259;36,61;3,386;123,9615;124,6754
1260;36,61;3,425;125,3892;125,3892
1261;36,61;3,425;125,3892;125,3892
1262;36,61;3,425;125,3892;124,6754
1263;36,61;3,386;123,9615;123,9615
1264;36,61;3,386;123,9615;124,6754
1265;36,61;3,425;125,3892;124,7214
1266;36,22;3,425;124,0535;124,7214
1267;36,61;3,425;125,3892;124,6754
1268;36,61;3,386;123,9615;124,6754
1269;36,61;3,425;125,3892;125,3892
1270;36,61;3,425;125,3892;124,7214
1271;36,22;3,425;124,0535;124,7214
1272;36,61;3,425;125,3892;124,6754
1273;36,61;3,386;123,9615;124,6754
1274;36,61;3,425;125,3892;126,8353
1275;36,61;3,504;128,2814;126,8918
1276;36,22;3,465;125,5023;125,4458
1277;36,61;3,425;125,3892;125,3892
1278;36,61;3,425;125,3892;125,3892
1279;36,61;3,425;125,3892;126,1214
1280;36,61;3,465;126,8536;125,4536
1281;36,22;3,425;124,0535;124,7214
1282;36,61;3,425;125,3892;125,3526
1283;37,01;3,386;125,3159;125,3526
1284;36,61;3,425;125,3892;125,3892
1285;36,61;3,425;125,3892;124,6754
1286;36,61;3,386;123,9615;124,6754
1287;36,61;3,425;125,3892;125,3892
1288;36,61;3,425;125,3892;124,6754
1289;36,61;3,386;123,9615;125,4076
1290;36,61;3,465;126,8536;125,4536
1291;36,22;3,425;124,0535;124,7214
1292;36,61;3,425;125,3892;125,3526
1293;37,01;3,386;125,3159;125,3526
1294;36,61;3,425;125,3892;125,3892
1295;36,61;3,425;125,3892;126,152
1296;36,22;3,504;126,9149;126,152
1297;36,61;3,425;125,3892;125,3892
1298;36,61;3,425;125,3892;125,3892
1299;36,61;3,425;125,3892;124,7214
1300;36,22;3,425;124,0535;124,0535
1301;36,22;3,425;124,0535;124,7214
1302;36,61;3,425;125,3892;124,6754
1303;36,61;3,386;123,9615;124,6754
1304;36,61;3,425;125,3892;125,3892
1305;36,61;3,425;125,3892;124,7214
1306;36,22;3,425;124,0535;124,7214
1307;36,61;3,425;125,3892;125,3892
1308;36,61;3,425;125,3892;126,0742
1309;37,01;3,425;126,7592;126,0742
1310;36,61;3,425;125,3892;125,3892
1311;36,61;3,425;125,3892;124,6754
1312;36,61;3,386;123,9615;123,9615
1313;36,61;3,386;123,9615;124,6754
1314;36,61;3,425;125,3892;125,3892
1315;36,61;3,425;125,3892;126,1214
1316;36,61;3,465;126,8536;126,1214
1317;36,61;3,425;125,3892;126,0742
1318;37,01;3,425;126,7592;126,0742
1319;36,61;3,425;125,3892;125,3892
1320;36,61;3,425;125,3892;127,5492
1321;36,61;3,543;129,7092;127,5492
