T[ms];I[A];U[V];P[W]
932;36,61;3,346;122,4971
933;36,61;3,386;123,9615
934;36,61;3,386;123,9615
935;36,61;3,346;122,4971
936;36,61;3,386;123,9615
937;36,61;3,346;122,4971
938;36,61;3,425;125,3892
939;36,61;3,425;125,3892
940;36,61;3,346;122,4971
941;36,61;3,386;123,9615
942;36,61;3,386;123,9615
943;36,61;3,386;123,9615
944;36,22;3,386;122,6409
945;36,61;3,425;125,3892
946;36,61;3,386;123,9615
947;37,01;3,386;125,3159
948;36,61;3,425;125,3892
949;36,61;3,425;125,3892
950;36,61;3,386;123,9615
951;36,61;3,346;122,4971
952;37,01;3,346;123,8355
953;36,61;3,386;123,9615
954;36,22;3,386;122,6409
955;36,61;3,425;125,3892
956;36,61;3,346;122,4971
957;36,61;3,386;123,9615
958;36,61;3,386;123,9615
959;36,22;3,386;122,6409
960;36,61;3,386;123,9615
961;36,61;3,386;123,9615
962;36,61;3,346;122,4971
963;36,61;3,386;123,9615
964;36,22;3,425;124,0535
965;36,61;3,386;123,9615
966;36,61;3,346;122,4971
967;36,61;3,346;122,4971
968;36,61;3,346;122,4971
969;36,61;3,386;123,9615
970;36,22;3,425;124,0535
971;36,61;3,386;123,9615
972;37,01;3,346;123,8355
973;36,61;3,386;123,9615
974;36,61;3,386;123,9615
975;36,61;3,386;123,9615
976;36,61;3,346;122,4971
977;37,01;3,386;125,3159
978;36,61;3,386;123,9615
979;36,22;3,425;124,0535
980;36,61;3,425;125,3892
981;36,61;3,346;122,4971
982;36,61;3,346;122,4971
983;36,61;3,425;125,3892
984;36,61;3,386;123,9615
985;36,61;3,425;125,3892
986;36,61;3,386;123,9615
987;36,61;3,386;123,9615
988;36,61;3,386;123,9615
989;36,22;3,425;124,0535
990;36,61;3,386;123,9615
991;36,61;3,386;123,9615
992;36,61;3,386;123,9615
993;36,61;3,386;123,9615
994;36,22;3,425;124,0535
995;36,61;3,386;123,9615
996;36,61;3,425;125,3892
997;36,61;3,346;122,4971
998;36,61;3,386;123,9615
999;36,61;3,425;125,3892
1000;36,61;3,425;125,3892
1001;36,61;3,386;123,9615
1002;36,61;3,386;123,9615
1003;36,61;3,386;123,9615
1004;36,22;3,425;124,0535
1005;36,61;3,386;123,9615
1006;36,61;3,386;123,9615
1007;36,61;3,346;122,4971
1008;36,61;3,386;123,9615
1009;36,61;3,425;125,3892
1010;36,22;3,386;122,6409
1011;36,61;3,386;123,9615
1012;36,61;3,346;122,4971
1013;36,61;3,346;122,4971
1014;36,61;3,386;123,9615
1015;36,61;3,425;125,3892
1016;36,61;3,346;122,4971
1017;36,61;3,307;121,0693
1018;36,61;3,386;123,9615
1019;36,61;3,425;125,3892
1020;36,22;3,386;122,6409
1021;36,61;3,386;123,9615
1022;36,61;3,386;123,9615
1023;36,61;3,386;123,9615
1024;36,22;3,425;124,0535
1025;36,22;3,425;124,0535
1026;36,61;3,386;123,9615
1027;36,61;3,268;119,6415
1028;36,61;3,425;125,3892
1029;36,61;3,425;125,3892
1030;35,83;3,425;122,7177
1031;36,61;3,386;123,9615
1032;36,61;3,425;125,3892
1033;36,61;3,386;123,9615
1034;36,61;3,425;125,3892
1035;36,22;3,386;122,6409
1036;36,61;3,386;123,9615
1037;36,61;3,386;123,9615
1038;36,61;3,386;123,9615
1039;36,61;3,425;125,3892
1040;36,61;3,425;125,3892
1041;36,61;3,386;123,9615
1042;36,61;3,346;122,4971
1043;36,61;3,386;123,9615
1044;36,61;3,425;125,3892
1045;36,61;3,425;125,3892
1046;36,61;3,386;123,9615
1047;36,61;3,386;123,9615
1048;36,61;3,386;123,9615
1049;36,61;3,425;125,3892
1050;36,22;3,386;122,6409
1051;36,61;3,386;123,9615
1052;36,61;3,386;123,9615
1053;36,61;3,425;125,3892
1054;36,61;3,425;125,3892
1055;36,61;3,425;125,3892
1056;36,61;3,386;123,9615
1057;36,61;3,425;125,3892
1058;36,61;3,386;123,9615
1059;36,61;3,425;125,3892
1060;36,61;3,425;125,3892
1061;36,61;3,386;123,9615
1062;36,61;3,346;122,4971
1063;36,61;3,386;123,9615
1064;36,22;3,425;124,0535
1065;36,61;3,425;125,3892
1066;36,61;3,386;123,9615
1067;36,61;3,386;123,9615
1068;36,61;3,386;123,9615
1069;36,61;3,425;125,3892
1070;36,22;3,386;122,6409
1071;36,61;3,386;123,9615
1072;36,61;3,386;123,9615
1073;36,61;3,386;123,9615
1074;36,61;3,504;128,2814
1075;36,61;3,504;128,2814
1076;36,61;3,425;125,3892
1077;37,01;3,346;123,8355
1078;36,61;3,425;125,3892
1079;36,61;3,425;125,3892
1080;36,22;3,425;124,0535
1081;36,61;3,386;123,9615
1082;36,61;3,346;122,4971
1083;36,61;3,386;123,9615
1084;36,61;3,425;125,3892
1085;36,61;3,386;123,9615
1086;36,61;3,425;125,3892
1087;36,61;3,346;122,4971
1088;36,61;3,386;123,9615
1089;36,22;3,386;122,6409
1090;36,61;3,425;125,3892
1091;36,61;3,386;123,9615
1092;36,61;3,346;122,4971
1093;36,61;3,425;125,3892
1094;36,61;3,386;123,9615
1095;36,22;3,425;124,0535
1096;36,22;3,386;122,6409
1097;36,61;3,346;122,4971
1098;36,61;3,386;123,9615
1099;36,61;3,425;125,3892
1100;36,22;3,386;122,6409
1101;36,61;3,425;125,3892
1102;36,61;3,386;123,9615
1103;36,61;3,425;125,3892
1104;36,61;3,425;125,3892
1105;36,61;3,425;125,3892
1106;36,61;3,425;125,3892
1107;36,61;3,386;123,9615
1108;36,61;3,386;123,9615
1109;36,61;3,425;125,3892
1110;36,61;3,425;125,3892
1111;36,61;3,386;123,9615
1112;36,61;3,386;123,9615
1113;36,61;3,386;123,9615
1114;36,61;3,386;123,9615
1115;36,61;3,425;125,3892
1116;36,61;3,425;125,3892
1117;36,61;3,386;123,9615
1118;36,61;3,386;123,9615
1119;36,61;3,386;123,9615
1120;36,22;3,346;121,1921
1121;36,22;3,425;124,0535
1122;36,61;3,425;125,3892
1123;36,61;3,386;123,9615
1124;36,61;3,425;125,3892
1125;36,61;3,504;128,2814
1126;36,61;3,386;123,9615
1127;36,61;3,386;123,9615
1128;36,61;3,425;125,3892
1129;36,61;3,425;125,3892
1130;36,22;3,425;124,0535
1131;36,61;3,425;125,3892
1132;36,61;3,425;125,3892
1133;36,61;3,386;123,9615
1134;36,61;3,425;125,3892
1135;36,22;3,346;121,1921
1136;36,61;3,425;125,3892
1137;36,61;3,425;125,3892
1138;36,61;3,386;123,9615
1139;36,61;3,425;125,3892
1140;36,61;3,425;125,3892
1141;36,61;3,425;125,3892
1142;36,61;3,386;123,9615
1143;36,61;3,425;125,3892
1144;36,61;3,425;125,3892
1145;36,22;3,425;124,0535
1146;36,61;3,425;125,3892
1147;36,61;3,346;122,4971
1148;36,61;3,386;123,9615
1149;36,61;3,425;125,3892
1150;36,61;3,465;126,8536
1151;36,61;3,425;125,3892
1152;36,61;3,425;125,3892
1153;36,61;3,386;123,9615
1154;36,61;3,425;125,3892
1155;36,22;3,425;124,0535
1156;36,61;3,425;125,3892
1157;36,61;3,386;123,9615
1158;36,61;3,386;123,9615
1159;36,61;3,425;125,3892
1160;36,61;3,386;123,9615
1161;36,61;3,425;125,3892
1162;36,61;3,346;122,4971
1163;36,61;3,386;123,9615
1164;36,61;3,425;125,3892
1165;36,22;3,425;124,0535
1166;36,61;3,425;125,3892
1167;36,61;3,425;125,3892
1168;36,61;3,346;122,4971
1169;36,61;3,425;125,3892
1170;36,61;3,425;125,3892
1171;36,61;3,386;123,9615
1172;36,61;3,425;125,3892
1173;36,61;3,425;125,3892
1174;36,61;3,425;125,3892
1175;36,61;3,425;125,3892
1176;36,61;3,425;125,3892
1177;36,61;3,504;128,2814
1178;36,61;3,425;125,3892
1179;36,61;3,425;125,3892
1180;36,61;3,425;125,3892
1181;36,61;3,425;125,3892
1182;36,61;3,425;125,3892
1183;36,61;3,386;123,9615
1184;36,61;3,386;123,9615
1185;36,61;3,425;125,3892
1186;36,61;3,425;125,3892
1187;36,61;3,425;125,3892
1188;36,61;3,425;125,3892
1189;36,61;3,425;125,3892
1190;36,61;3,425;125,3892
1191;36,61;3,425;125,3892
1192;36,61;3,386;123,9615
1193;36,61;3,425;125,3892
1194;36,61;3,425;125,3892
1195;36,22;3,425;124,0535
1196;36,61;3,425;125,3892
1197;36,61;3,425;125,3892
1198;36,61;3,386;123,9615
1199;36,61;3,425;125,3892
1200;36,61;3,425;125,3892
1201;36,61;3,425;125,3892
1202;36,61;3,425;125,3892
1203;36,61;3,425;125,3892
1204;36,61;3,425;125,3892
1205;36,61;3,425;125,3892
1206;36,61;3,386;123,9615
1207;36,61;3,425;125,3892
1208;36,61;3,425;125,3892
1209;36,61;3,386;123,9615
1210;36,61;3,425;125,3892
1211;36,61;3,425;125,3892
1212;36,61;3,386;123,9615
1213;37,01;3,386;125,3159
1214;36,61;3,425;125,3892
1215;36,61;3,425;125,3892
1216;36,22;3,425;124,0535
1217;36,61;3,425;125,3892
1218;36,61;3,386;123,9615
1219;36,61;3,425;125,3892
1220;36,61;3,425;125,3892
1221;36,22;3,425;124,0535
1222;36,61;3,425;125,3892
1223;36,61;3,425;125,3892
1224;36,61;3,425;125,3892
1225;36,61;3,425;125,3892
1226;36,61;3,425;125,3892
1227;36,61;3,425;125,3892
1228;36,61;3,425;125,3892
1229;36,61;3,425;125,3892
1230;36,61;3,465;126,8536
1231;36,61;3,425;125,3892
1232;36,61;3,425;125,3892
1233;36,61;3,425;125,3892
1234;36,61;3,425;125,3892
1235;36,61;3,465;126,8536
1236;36,61;3,425;125,3892
1237;36,61;3,425;125,3892
1238;36,61;3,425;125,3892
1239;36,61;3,425;125,3892
1240;36,61;3,425;125,3892
1241;36,22;3,425;124,0535
1242;36,22;3,425;124,0535
1243;36,61;3,386;123,9615
1244;36,61;3,425;125,3892
1245;36,61;3,425;125,3892
1246;36,22;3,465;125,5023
1247;36,61;3,425;125,3892
1248;37,01;3,386;125,3159
1249;36,61;3,425;125,3892
1250;36,61;3,425;125,3892
1251;36,22;3,504;126,9149
1252;36,61;3,425;125,3892
1253;37,01;3,425;126,7592
1254;36,61;3,425;125,3892
1255;36,61;3,425;125,3892
1256;36,22;3,425;124,0535
1257;36,61;3,425;125,3892
1258;36,61;3,386;123,9615
1259;36,61;3,386;123,9615
1260;36,61;3,425;125,3892
1261;36,61;3,425;125,3892
1262;36,61;3,425;125,3892
1263;36,61;3,386;123,9615
1264;36,61;3,386;123,9615
1265;36,61;3,425;125,3892
1266;36,22;3,425;124,0535
1267;36,61;3,425;125,3892
1268;36,61;3,386;123,9615
1269;36,61;3,425;125,3892
1270;36,61;3,425;125,3892
1271;36,22;3,425;124,0535
1272;36,61;3,425;125,3892
1273;36,61;3,386;123,9615
1274;36,61;3,425;125,3892
1275;36,61;3,504;128,2814
1276;36,22;3,465;125,5023
1277;36,61;3,425;125,3892
1278;36,61;3,425;125,3892
1279;36,61;3,425;125,3892
1280;36,61;3,465;126,8536
1281;36,22;3,425;124,0535
1282;36,61;3,425;125,3892
1283;37,01;3,386;125,3159
1284;36,61;3,425;125,3892
1285;36,61;3,425;125,3892
1286;36,61;3,386;123,9615
1287;36,61;3,425;125,3892
1288;36,61;3,425;125,3892
1289;36,61;3,386;123,9615
1290;36,61;3,465;126,8536
1291;36,22;3,425;124,0535
1292;36,61;3,425;125,3892
1293;37,01;3,386;125,3159
1294;36,61;3,425;125,3892
1295;36,61;3,425;125,3892
1296;36,22;3,504;126,9149
1297;36,61;3,425;125,3892
1298;36,61;3,425;125,3892
1299;36,61;3,425;125,3892
1300;36,22;3,425;124,0535
1301;36,22;3,425;124,0535
1302;36,61;3,425;125,3892
1303;36,61;3,386;123,9615
1304;36,61;3,425;125,3892
1305;36,61;3,425;125,3892
1306;36,22;3,425;124,0535
1307;36,61;3,425;125,3892
1308;36,61;3,425;125,3892
1309;37,01;3,425;126,7592
1310;36,61;3,425;125,3892
1311;36,61;3,425;125,3892
1312;36,61;3,386;123,9615
1313;36,61;3,386;123,9615
1314;36,61;3,425;125,3892
1315;36,61;3,425;125,3892
1316;36,61;3,465;126,8536
1317;36,61;3,425;125,3892
1318;37,01;3,425;126,7592
1319;36,61;3,425;125,3892
1320;36,61;3,425;125,3892
1321;36,61;3,543;129,7092
1322;36,61;3,425;125,3892
1323;36,61;3,425;125,3892
1324;36,61;3,425;125,3892
1325;36,61;3,425;125,3892
1326;36,22;3,583;129,7763
1327;36,61;3,425;125,3892
1328;36,61;3,425;125,3892
1329;36,61;3,425;125,3892
1330;36,61;3,425;125,3892
1331;36,61;3,425;125,3892
1332;36,61;3,425;125,3892
1333;36,61;3,425;125,3892
1334;37,01;3,425;126,7592
1335;36,61;3,425;125,3892
1336;36,61;3,425;125,3892
1337;36,61;3,425;125,3892
1338;36,61;3,386;123,9615
1339;36,61;3,425;125,3892
1340;36,61;3,425;125,3892
1341;36,61;3,504;128,2814
1342;36,61;3,425;125,3892
1343;36,61;3,425;125,3892
1344;36,61;3,425;125,3892
1345;36,61;3,425;125,3892
1346;36,61;3,425;125,3892
1347;36,61;3,425;125,3892
1348;36,61;3,425;125,3892
1349;36,61;3,425;125,3892
1350;36,61;3,425;125,3892
1351;36,61;3,425;125,3892
1352;36,61;3,425;125,3892
1353;36,61;3,386;123,9615
1354;36,61;3,425;125,3892
1355;36,61;3,425;125,3892
1356;36,61;3,425;125,3892
1357;36,61;3,425;125,3892
1358;36,61;3,425;125,3892
1359;36,61;3,425;125,3892
1360;36,61;3,425;125,3892
1361;36,61;3,425;125,3892
1362;36,61;3,425;125,3892
1363;36,61;3,425;125,3892
1364;36,61;3,425;125,3892
1365;36,61;3,425;125,3892
1366;36,61;3,425;125,3892
1367;36,61;3,425;125,3892
1368;36,61;3,425;125,3892
1369;36,61;3,425;125,3892
1370;36,61;3,425;125,3892
1371;36,61;3,425;125,3892
1372;36,61;3,425;125,3892
1373;36,61;3,425;125,3892
1374;36,61;3,425;125,3892
1375;36,61;3,465;126,8536
1376;36,22;3,504;126,9149
1377;36,61;3,425;125,3892
1378;36,61;3,425;125,3892
1379;36,61;3,425;125,3892
1380;36,61;3,425;125,3892
1381;36,61;3,504;128,2814
1382;36,61;3,425;125,3892
1383;36,61;3,425;125,3892
1384;36,61;3,386;123,9615
1385;36,61;3,425;125,3892
1386;36,22;3,425;124,0535
1387;36,61;3,425;125,3892
1388;36,61;3,425;125,3892
1389;36,61;3,425;125,3892
1390;36,61;3,425;125,3892
1391;36,61;3,465;126,8536
1392;36,61;3,425;125,3892
1393;36,61;3,425;125,3892
1394;36,61;3,425;125,3892
1395;36,61;3,425;125,3892
1396;36,61;3,465;126,8536
1397;36,22;3,425;124,0535
1398;36,61;3,425;125,3892
1399;36,61;3,425;125,3892
1400;36,61;3,425;125,3892
1401;36,61;3,465;126,8536
1402;36,61;3,465;126,8536
1403;36,61;3,425;125,3892
1404;36,61;3,425;125,3892
1405;36,61;3,425;125,3892
1406;36,61;3,425;125,3892
1407;36,61;3,425;125,3892
1408;36,61;3,425;125,3892
1409;36,61;3,425;125,3892
1410;36,61;3,425;125,3892
1411;36,61;3,425;125,3892
1412;36,61;3,465;126,8536
1413;36,61;3,425;125,3892
1414;36,61;3,425;125,3892
1415;36,61;3,425;125,3892
1416;36,61;3,504;128,2814
1417;36,61;3,465;126,8536
1418;36,61;3,425;125,3892
1419;36,61;3,425;125,3892
1420;36,61;3,425;125,3892
1421;36,22;3,425;124,0535
1422;36,61;3,425;125,3892
1423;36,61;3,425;125,3892
1424;36,61;3,425;125,3892
1425;36,61;3,465;126,8536
1426;36,22;3,425;124,0535
1427;36,22;3,425;124,0535
1428;36,61;3,425;125,3892
1429;36,61;3,386;123,9615
1430;36,61;3,425;125,3892
1431;36,22;3,465;125,5023
1432;36,22;3,504;126,9149
1433;36,61;3,425;125,3892
1434;36,61;3,386;123,9615
1435;36,61;3,425;125,3892
1436;36,61;3,504;128,2814
1437;36,61;3,425;125,3892
1438;36,61;3,425;125,3892
1439;36,61;3,425;125,3892
1440;36,61;3,425;125,3892
1441;36,61;3,425;125,3892
1442;36,61;3,425;125,3892
1443;36,61;3,425;125,3892
1444;36,61;3,386;123,9615
1445;36,61;3,425;125,3892
1446;36,61;3,425;125,3892
1447;36,61;3,504;128,2814
1448;36,61;3,425;125,3892
1449;36,61;3,425;125,3892
1450;36,61;3,425;125,3892
1451;36,22;3,504;126,9149
1452;36,61;3,465;126,8536
1453;36,61;3,425;125,3892
1454;36,61;3,425;125,3892
1455;36,61;3,425;125,3892
1456;36,61;3,425;125,3892
1457;36,22;3,425;124,0535
1458;36,61;3,425;125,3892
1459;37,01;3,425;126,7592
1460;36,61;3,425;125,3892
1461;36,61;3,465;126,8536
1462;36,61;3,425;125,3892
1463;36,22;3,425;124,0535
1464;37,01;3,386;125,3159
1465;36,61;3,425;125,3892
1466;36,61;3,504;128,2814
1467;36,61;3,465;126,8536
1468;36,61;3,425;125,3892
1469;36,61;3,425;125,3892
1470;36,61;3,425;125,3892
1471;36,22;3,465;125,5023
1472;36,61;3,425;125,3892
1473;36,61;3,465;126,8536
1474;36,61;3,425;125,3892
1475;36,61;3,425;125,3892
1476;36,61;3,543;129,7092
1477;36,61;3,504;128,2814
1478;36,61;3,425;125,3892
1479;36,61;3,425;125,3892
1480;36,61;3,425;125,3892
1481;36,61;3,465;126,8536
1482;36,61;3,465;126,8536
1483;36,61;3,425;125,3892
1484;36,61;3,425;125,3892
1485;36,61;3,425;125,3892
1486;36,61;3,425;125,3892
1487;36,22;3,425;124,0535
1488;36,61;3,425;125,3892
1489;36,61;3,425;125,3892
1490;36,61;3,425;125,3892
1491;36,61;3,425;125,3892
1492;36,22;3,504;126,9149
1493;36,61;3,504;128,2814
1494;36,61;3,425;125,3892
1495;36,61;3,425;125,3892
1496;36,61;3,425;125,3892
1497;36,61;3,504;128,2814
1498;36,61;3,465;126,8536
1499;36,61;3,425;125,3892
1500;36,61;3,425;125,3892
1501;36,61;3,465;126,8536
1502;36,61;3,425;125,3892
1503;36,61;3,465;126,8536
1504;36,61;3,425;125,3892
1505;36,61;3,425;125,3892
1506;36,61;3,425;125,3892
1507;36,61;3,425;125,3892
1508;36,61;3,425;125,3892
1509;36,61;3,425;125,3892
1510;36,61;3,425;125,3892
1511;36,61;3,425;125,3892
1512;36,61;3,425;125,3892
1513;36,61;3,425;125,3892
1514;36,61;3,425;125,3892
1515;37,01;3,425;126,7592
1516;36,61;3,504;128,2814
1517;36,61;3,425;125,3892
1518;36,61;3,425;125,3892
1519;36,61;3,425;125,3892
1520;36,61;3,425;125,3892
1521;36,22;3,425;124,0535
1522;36,22;3,543;128,3275
1523;36,61;3,425;125,3892
1524;36,61;3,425;125,3892
1525;36,61;3,504;128,2814
1526;36,61;3,465;126,8536
1527;36,22;3,583;129,7763
1528;36,61;3,425;125,3892
1529;36,61;3,425;125,3892
1530;36,61;3,425;125,3892
1531;36,61;3,465;126,8536
1532;36,22;3,346;121,1921
1533;36,61;3,465;126,8536
1534;36,61;3,425;125,3892
1535;36,61;3,425;125,3892
1536;36,61;3,465;126,8536
1537;36,61;3,465;126,8536
1538;36,61;3,465;126,8536
1539;36,61;3,386;123,9615
1540;36,61;3,425;125,3892
1541;36,61;3,425;125,3892
1542;36,61;3,504;128,2814
1543;36,61;3,465;126,8536
1544;36,61;3,425;125,3892
1545;36,61;3,425;125,3892
1546;36,61;3,465;126,8536
1547;36,22;3,465;125,5023
1548;36,61;3,465;126,8536
1549;36,61;3,504;128,2814
1550;36,61;3,425;125,3892
1551;36,61;3,504;128,2814
1552;36,61;3,425;125,3892
1553;36,61;3,465;126,8536
1554;36,61;3,425;125,3892
1555;36,61;3,425;125,3892
1556;36,61;3,465;126,8536
1557;36,61;3,425;125,3892
1558;36,61;3,425;125,3892
1559;36,61;3,425;125,3892
1560;36,61;3,425;125,3892
1561;36,61;3,425;125,3892
1562;36,61;3,425;125,3892
1563;36,61;3,425;125,3892
1564;36,61;3,425;125,3892
1565;37,01;3,425;126,7592
1566;36,61;3,425;125,3892
1567;36,22;3,425;124,0535
1568;36,61;3,465;126,8536
1569;36,61;3,425;125,3892
1570;36,61;3,425;125,3892
1571;36,61;3,465;126,8536
1572;36,61;3,465;126,8536
1573;36,61;3,504;128,2814
1574;36,61;3,465;126,8536
1575;36,61;3,465;126,8536
1576;36,61;3,465;126,8536
1577;36,22;3,504;126,9149
1578;36,61;3,504;128,2814
1579;36,61;3,425;125,3892
1580;36,61;3,425;125,3892
1581;36,61;3,504;128,2814
1582;36,22;3,465;125,5023
1583;36,61;3,504;128,2814
1584;36,61;3,425;125,3892
1585;36,61;3,425;125,3892
1586;36,61;3,425;125,3892
1587;36,22;3,465;125,5023
1588;36,61;3,425;125,3892
1589;36,61;3,465;126,8536
1590;36,61;3,425;125,3892
1591;36,61;3,425;125,3892
1592;36,22;3,504;126,9149
1593;36,61;3,465;126,8536
1594;36,61;3,465;126,8536
1595;36,61;3,425;125,3892
1596;36,61;3,425;125,3892
1597;36,22;3,504;126,9149
1598;36,61;3,504;128,2814
1599;36,61;3,425;125,3892
1600;37,01;3,425;126,7592
1601;36,61;3,425;125,3892
1602;36,22;3,504;126,9149
1603;36,22;3,425;124,0535
1604;36,61;3,425;125,3892
1605;36,61;3,465;126,8536
1606;36,61;3,425;125,3892
1607;36,61;3,425;125,3892
1608;36,61;3,465;126,8536
1609;36,61;3,425;125,3892
1610;37,01;3,425;126,7592
1611;36,61;3,425;125,3892
1612;36,22;3,465;125,5023
1613;36,61;3,425;125,3892
1614;36,61;3,425;125,3892
1615;36,61;3,425;125,3892
1616;36,61;3,425;125,3892
1617;36,61;3,465;126,8536
1618;36,61;3,425;125,3892
1619;36,61;3,425;125,3892
1620;36,61;3,504;128,2814
1621;36,61;3,465;126,8536
1622;36,22;3,504;126,9149
1623;36,61;3,504;128,2814
1624;36,61;3,465;126,8536
1625;36,61;3,425;125,3892
1626;36,61;3,465;126,8536
1627;36,61;3,504;128,2814
1628;36,22;3,504;126,9149
1629;36,61;3,465;126,8536
1630;36,61;3,386;123,9615
1631;36,61;3,504;128,2814
1632;36,22;3,504;126,9149
1633;36,61;3,465;126,8536
1634;36,61;3,425;125,3892
1635;36,61;3,425;125,3892
1636;36,61;3,425;125,3892
1637;36,22;3,504;126,9149
1638;36,61;3,504;128,2814
1639;36,61;3,425;125,3892
1640;36,61;3,425;125,3892
1641;36,61;3,425;125,3892
1642;36,61;3,504;128,2814
1643;36,61;3,504;128,2814
1644;36,61;3,425;125,3892
1645;36,61;3,504;128,2814
1646;36,61;3,465;126,8536
1647;36,22;3,504;126,9149
1648;36,22;3,465;125,5023
1649;36,61;3,504;128,2814
1650;36,61;3,504;128,2814
1651;36,61;3,425;125,3892
1652;36,61;3,425;125,3892
1653;36,22;3,504;126,9149
1654;36,61;3,465;126,8536
1655;36,61;3,465;126,8536
1656;36,61;3,425;125,3892
1657;36,61;3,465;126,8536
1658;36,61;3,504;128,2814
1659;36,61;3,425;125,3892
1660;37,01;3,425;126,7592
1661;36,61;3,425;125,3892
1662;36,61;3,425;125,3892
1663;36,61;3,425;125,3892
1664;36,61;3,465;126,8536
1665;36,61;3,425;125,3892
1666;36,61;3,425;125,3892
1667;36,61;3,504;128,2814
1668;36,22;3,425;124,0535
1669;36,61;3,504;128,2814
1670;36,61;3,425;125,3892
1671;36,61;3,465;126,8536
1672;36,61;3,465;126,8536
1673;36,61;3,543;129,7092
1674;36,61;3,504;128,2814
1675;36,61;3,425;125,3892
1676;36,61;3,425;125,3892
1677;36,61;3,504;128,2814
1678;36,61;3,504;128,2814
1679;36,61;3,504;128,2814
1680;36,61;3,465;126,8536
1681;36,61;3,425;125,3892
1682;36,61;3,504;128,2814
1683;36,22;3,425;124,0535
1684;36,61;3,504;128,2814
1685;37,01;3,465;128,2396
1686;36,61;3,425;125,3892
1687;36,61;3,504;128,2814
1688;36,61;3,504;128,2814
1689;36,61;3,465;126,8536
1690;36,61;3,504;128,2814
1691;36,61;3,504;128,2814
1692;36,61;3,504;128,2814
1693;36,61;3,425;125,3892
1694;36,61;3,465;126,8536
1695;37,01;3,425;126,7592
1696;36,61;3,465;126,8536
1697;36,22;3,504;126,9149
1698;36,22;3,425;124,0535
1699;36,61;3,504;128,2814
1700;36,61;3,425;125,3892
1701;36,61;3,465;126,8536
1702;36,61;3,465;126,8536
1703;36,22;3,543;128,3275
1704;36,61;3,425;125,3892
1705;36,61;3,425;125,3892
1706;36,61;3,465;126,8536
1707;36,61;3,504;128,2814
1708;36,61;3,425;125,3892
1709;36,61;3,425;125,3892
1710;36,61;3,465;126,8536
1711;37,01;3,425;126,7592
